tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1977355986244690154',"Mentally strong people are just people who quickly realized that they were born alone, made most of their adult decisions alone, got rewarded or punished accordingly alone, fought their most important battles alone, and died alone.

You might occasionally be lucky and temporarily get the support of generous people along the way, but you should never feel entitled to it.

The day you stop relying on your own agency, the day you stop believing in your own growth, is the day you start becoming anxious and mentally weak.

Always assume that you can get better, then have the courage to pay the price to get there.",en,Tweet,1059,2621,337,61,127191,2025-10-12 08:49:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1976656288949178555',"""People"" don't love gossips.

Confused people with no clear goal love gossips.

People focused on their ambitions only feel guilt and shame when they are wasting their time thinking negatively about other people who are just minding their own business.",en,Tweet,150,676,82,47,31276,2025-10-10 10:29:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1975927996210167952',"The older you get, the lower your tolerance for unnecessary drama, you know what you want, you know that some people will get it and some others won’t, you are focused on compounding the effortless relationships instead of trying to fix those that were actually never meant to be.",en,Tweet,271,1106,148,49,92936,2025-10-08 10:15:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1975778206356754744',"If you don't have a place where you can spend a few hours every day focused alone with your own thoughts, you are not serious about your goals.",en,Tweet,151,746,86,48,26099,2025-10-08 00:20:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1975779152310726808',"If you never have time for your family and friends, you are obviously not serious about your relationships, but if you never have time for yourself, you are not serious about your relationships either.",en,Reply,15,155,14,4,13549,2025-10-08 00:23:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1975779182484595004',The emotional stability and mental clarity that you need for thriving relationships are born from time alone.,en,Reply,29,147,15,5,13106,2025-10-08 00:23:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1975586282932773341',"It doesn’t take ten years to build the life you want, it takes ten years to become the kind of person who deserves that kind of life.",en,Tweet,177,964,108,58,31528,2025-10-07 11:37:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1975580046644715984',"When you never feel afraid, you are actually missing out. 

The right direction in life feels like your courage is being tested every day.

The talents you don't have, the marriage you don't have, the career you don't have, the kids you don't have, the wealth you don't have, the self-confidence you don't have, the mental clarity you don't have,

they are actually all linked to the courage you didn't have, to train harder, to confess to the person you liked, to take on more responsibilities, to compromise a bit of freedom, to potentially lose a bit of money, to do the hard things and stick around, to spend more time alone self-reflecting about what you truly wanted from life.",en,Tweet,274,586,59,40,29017,2025-10-07 11:12:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1975583240355520803',"People who keep growing as they get older have simply mastered the art of creating and staying in an environment with the right amount of fear, just enough to draw out the courage they didn’t know they had, just enough to actually live instead of waiting for life to pass.",en,Reply,27,157,13,3,13148,2025-10-07 11:25:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1975542520240349628',"The most productive periods of your life in terms of original ideas and initiatives were probably when you were lonely, broke, with no one to believe in you, and no one to support you, that’s when you grew the most, because you had no other choice: these moments of despair are actually opportunities, you just need to recognize them and use them to your advantage.",en,Tweet,452,1227,156,48,90509,2025-10-07 08:43:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1975556750897254754',@BKRBusinessMin 🧡,qme,Reply,0,4,0,1,2794,2025-10-07 09:40:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1975070618384216333',"You attract the success you deserve once you embrace who you are meant to be.

Bad luck means you are trying to walk on someone else's path.

Goals you chase out of envy never lead to the peace of mind we all seek.

Success is the art of aligning your actions to your core values.",en,Tweet,451,1218,140,51,94660,2025-10-06 01:28:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1975073675427848618',"Anxiety, anger, depression, loneliness, they are actually all signals sent to you by life to say that you need to change your current trajectory.",en,Reply,48,206,16,3,17021,2025-10-06 01:40:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1975076282020123102',"When you are in the right direction in life, your body is full of energy, your mind is full of clarity, and your soul is full of love for others. Being tired, worried, judgmental, they are the signs that there's a better path out there for you, and that you need to take the jump.",en,Reply,77,246,19,5,15929,2025-10-06 01:50:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1975073607161434218',A lot of people have been betraying themselves for so long that they no longer remember how their authentic self felt like.,en,Reply,17,108,5,2,6095,2025-10-06 01:40:17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1974860977364717975',"Assume that most of your mental struggles reflect the gap between who you currently are and who you want to be, then put in more time, efforts, training to get there, that’s the therapy.",en,Tweet,383,1213,147,44,87636,2025-10-05 11:35:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1974465083213570362',"Most people who try to change others for the better actually end up being changed for the worse. You can’t change others, you can only improve who you are and attract a different kind of people.",en,Tweet,218,1048,132,46,37393,2025-10-04 09:22:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1974463836406325669',"Ironically, long-term investing is quite simple when you don’t care much about making more money or upgrading your lifestyle, until one day, you notice that you have way more than you will ever need.",en,Tweet,131,732,71,39,27661,2025-10-04 09:17:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1973774507937780030',You actually make the biggest positive impact on others when you are focused on your own life.,en,Tweet,234,1454,201,61,38673,2025-10-02 11:38:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1973759311873810453',It’s actually great news to get “rejected” by people who were trying to take advantage of you.,en,Tweet,100,788,68,48,25599,2025-10-02 10:37:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1973657782038741328',@JBudzien 🧡,qme,Reply,0,1,0,0,979,2025-10-02 03:54:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1973654144792825943',"In theory, it should get easier and easier to take risks as you get wealthier; in practice, most people get addicted to more and more comfort, they keep upgrading their lifestyle instead of upgrading who they are, they are afraid of wasting time doing activities that might not be deemed worthy by their wealthy peers, they slowly become conscientious of status, they start worrying about what they are ""supposed to do,"" and despite being free to do anything, they actually struggle to fully devote themselves to something that they truly care about.",en,Tweet,251,665,79,43,37892,2025-10-02 03:39:51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1973655133696434631',Maybe the most important part of growing your wealth is to grow your courage concurrently.,en,Reply,32,181,9,5,15527,2025-10-02 03:43:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1973656811451588914',"Ironically, when you are poor, you wished you had a safety net to be able to take the many bold jumps that you could only dream about; once you are wealthy, once you have access to all your dreams, it's so common to simply lose the desire to jump at all.",en,Reply,27,169,12,3,13555,2025-10-02 03:50:27,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
